tagId,timestamp,coordinates_x,coordinates_y
27005,1548053240.54,3297,628
28261,1548053240.56,5330,3223
27005,1548053240.58,3297,624
28261,1548053240.60,5333,3223
27005,1548053240.62,3297,624
28261,1548053240.64,5335,3223
27005,1548053240.66,3297,624
28261,1548053240.68,5339,3223
27005,1548053240.70,3295,622
28261,1548053240.72,5362,3229
27005,1548053240.74,3295,622
28261,1548053240.76,5392,3253
27005,1548053240.78,3295,622
28261,1548053240.80,5405,3299
27005,1548053240.83,3295,624
28261,1548053240.85,5411,3299
27005,1548053240.87,3295,624
28261,1548053240.89,5414,3299
27005,1548053240.91,3297,628
28261,1548053240.93,5423,3299
27005,1548053240.95,3297,631
28261,1548053240.97,5435,3318
27005,1548053240.99,3299,633
28261,1548053241.01,5442,3333
27005,1548053241.03,3299,634
28261,1548053241.06,5448,3334
27005,1548053241.09,3300,636
28261,1548053241.11,5453,3336
27005,1548053241.13,3300,636
28261,1548053241.15,5464,3337
27005,1548053241.17,3302,636
28261,1548053241.19,5471,3338
27005,1548053241.21,3303,638
28261,1548053241.24,5476,3338
27005,1548053241.26,3304,639
28261,1548053241.28,5482,3340
27005,1548053241.30,3305,639
28261,1548053241.32,5485,3340
27005,1548053241.34,3307,641
28261,1548053241.37,5490,3340
27005,1548053241.39,3307,641
28261,1548053241.41,5495,3340
27005,1548053241.43,3307,641
28261,1548053241.45,5497,3340
27005,1548053241.47,3308,642
28261,1548053241.49,5499,3340
27005,1548053241.51,3308,642
28261,1548053241.53,5502,3340
27005,1548053241.55,3310,642
28261,1548053241.57,5505,3340
27005,1548053241.59,3310,642
28261,1548053241.61,5506,3340
27005,1548053241.63,3311,642
28261,1548053241.65,5506,3340
27005,1548053241.67,3311,640
28261,1548053241.70,5507,3340
27005,1548053241.72,3312,642
28261,1548053241.74,5507,3340
27005,1548053241.76,3312,642
28261,1548053241.78,5507,3338
27005,1548053241.80,3312,640
28261,1548053241.82,5507,3337
27005,1548053241.85,3314,642
28261,1548053241.87,5507,3335
27005,1548053241.89,3315,644
28261,1548053241.91,5507,3324
27005,1548053241.99,3315,644
28261,1548053242.00,5510,3311
27005,1548053242.02,3315,644
28261,1548053242.05,5513,3302
27005,1548053242.07,3316,642
28261,1548053242.09,5519,3292
27005,1548053242.11,3318,642
28261,1548053242.13,5529,3284
27005,1548053242.15,3320,642
28261,1548053242.17,5529,3284
27005,1548053242.19,3318,642
28261,1548053242.21,5534,3278
27005,1548053242.24,3318,641
28261,1548053242.26,5541,3278
27005,1548053242.28,3321,641
28261,1548053242.30,5547,3273
27005,1548053242.32,3321,639
28261,1548053242.34,5563,3269
27005,1548053242.37,3323,641
28261,1548053242.39,5585,3264
27005,1548053242.41,3326,641
28261,1548053242.43,5598,3256
27005,1548053242.45,3328,642
28261,1548053242.47,5614,3251
27005,1548053242.49,3326,641
28261,1548053242.51,5627,3247
27005,1548053242.53,3325,639
28261,1548053242.55,5636,3247
27005,1548053242.57,3325,639
28261,1548053242.59,5636,3247
27005,1548053242.61,3327,641
28261,1548053242.64,5691,3247
27005,1548053242.66,3328,643
28261,1548053242.68,5759,3247
27005,1548053242.70,3328,646
28261,1548053242.72,5770,3247
27005,1548053242.74,3328,646
28261,1548053242.76,5770,3247
27005,1548053242.78,3329,646
28261,1548053242.80,5770,3247
27005,1548053242.82,3329,647
28261,1548053242.84,5770,3247
27005,1548053242.86,3328,647
28261,1548053242.89,5770,3254
27005,1548053242.91,3328,646
28261,1548053242.93,5770,3264
27005,1548053242.96,3327,646
28261,1548053242.98,5770,3269
27005,1548053243.00,3326,647
28261,1548053243.02,5770,3283
27005,1548053243.04,3326,646
28261,1548053243.07,5770,3298
27005,1548053243.09,3327,647
28261,1548053243.11,5770,3303
27005,1548053243.13,3327,647
28261,1548053243.15,5770,3303
27005,1548053243.17,3327,646
28261,1548053243.19,5770,3322
27005,1548053243.21,3326,646
28261,1548053243.23,5753,3349
27005,1548053243.25,3326,646
28261,1548053243.27,5742,3381
27005,1548053243.30,3326,646
28261,1548053243.32,5737,3418
27005,1548053243.35,3324,646
28261,1548053243.37,5730,3447
27005,1548053243.39,3324,646
28261,1548053243.41,5605,3469
27005,1548053243.43,3324,646
28261,1548053243.45,5605,3474
27005,1548053243.47,3326,647
28261,1548053243.50,5458,3516
27005,1548053243.52,3326,650
28261,1548053243.54,5425,3553
27005,1548053243.56,3326,650
28261,1548053243.58,5416,3554
27005,1548053243.61,3326,655
28261,1548053243.63,5407,3554
27005,1548053243.65,3324,655
28261,1548053243.67,5394,3554
27005,1548053243.69,3323,652
28261,1548053243.71,5394,3554
27005,1548053243.74,3323,647
28261,1548053243.76,5394,3554
27005,1548053243.78,3323,647
28261,1548053243.80,5394,3554
27005,1548053243.82,3323,652
28261,1548053243.84,5394,3554
27005,1548053243.87,3323,647
28261,1548053243.89,5394,3554
27005,1548053243.91,3322,647
28261,1548053243.93,5394,3554
27005,1548053243.95,3321,646
28261,1548053243.97,5394,3554
27005,1548053243.99,3316,646
28261,1548053244.01,5393,3554
27005,1548053244.03,3317,646
28261,1548053244.05,5393,3553
27005,1548053244.08,3315,646
28261,1548053244.10,5393,3552
27005,1548053244.12,3313,646
28261,1548053244.14,5393,3532
27005,1548053244.16,3312,642
28261,1548053244.18,5393,3532
27005,1548053244.20,3310,640
28261,1548053244.22,5393,3532
27005,1548053244.24,3310,646
28261,1548053244.26,5398,3495
27005,1548053244.28,3308,640
28261,1548053244.30,5400,3337
27005,1548053244.33,3308,640
28261,1548053244.35,5402,3182
27005,1548053244.37,3308,640
28261,1548053244.39,5405,3167
27005,1548053244.41,3308,642
28261,1548053244.43,5407,3167
27005,1548053244.45,3307,642
28261,1548053244.47,5408,3167
27005,1548053244.50,3307,654
28261,1548053244.52,5408,3162
27005,1548053244.54,3309,654
28261,1548053244.56,5414,3162
27005,1548053244.58,3312,659
28261,1548053244.60,5422,3162
27005,1548053244.62,3313,662
28261,1548053244.64,5424,3162
27005,1548053244.67,3312,659
28261,1548053244.69,5425,3162
27005,1548053244.71,3312,659
28261,1548053244.73,5428,3162
27005,1548053244.75,3309,654
28261,1548053244.77,5432,3162
27005,1548053244.80,3312,654
28261,1548053244.82,5436,3162
27005,1548053244.84,3312,654
28261,1548053244.86,5442,3162
27005,1548053244.89,3309,642
28261,1548053244.91,5448,3162
27005,1548053244.93,3306,631
28261,1548053244.95,5452,3153
27005,1548053244.97,3309,642
28261,1548053244.99,5452,3140
27005,1548053245.01,3312,654
28261,1548053245.03,5455,3153
27005,1548053245.05,3315,659
28261,1548053245.07,5459,3162
27005,1548053245.10,3313,659
28261,1548053245.12,5461,3163
27005,1548053245.14,3315,662
28261,1548053245.16,5465,3171
27005,1548053245.18,3315,662
28261,1548053245.20,5470,3185
27005,1548053245.23,3318,662
28261,1548053245.25,5473,3200
27005,1548053245.27,3321,667
28261,1548053245.29,5491,3205
27005,1548053245.31,3321,667
28261,1548053245.33,5509,3207
27005,1548053245.36,3321,666
28261,1548053245.38,5511,3215
27005,1548053245.40,3323,666
28261,1548053245.42,5561,3224
27005,1548053245.44,3323,667
28261,1548053245.46,5612,3228
27005,1548053245.48,3324,669
28261,1548053245.50,5651,3231
27005,1548053245.52,3324,668
28261,1548053245.54,5692,3237
27005,1548053245.56,3325,675
28261,1548053245.58,5702,3257
27005,1548053245.60,3324,677
28261,1548053245.62,5714,3286
27005,1548053245.65,3324,674
28261,1548053245.67,5721,3316
27005,1548053245.69,3323,674
28261,1548053245.71,5782,3318
27005,1548053245.73,3323,677
28261,1548053245.75,5865,3335
27005,1548053245.77,3324,681
28261,1548053245.79,5984,3346
27005,1548053245.81,3325,681
28261,1548053245.84,6093,3351
27005,1548053245.86,3325,686
28261,1548053245.88,6120,3360
27005,1548053245.90,3324,693
28261,1548053245.92,6136,3361
27005,1548053245.94,3325,704
28261,1548053245.96,6146,3363
27005,1548053245.98,3325,704
28261,1548053246.00,6176,3363
27005,1548053246.03,3327,712
28261,1548053246.05,6203,3365
27005,1548053246.07,3327,712
28261,1548053246.09,6219,3365
27005,1548053246.11,3330,716
28261,1548053246.13,6263,3365
27005,1548053246.15,3333,717
28261,1548053246.17,6321,3365
27005,1548053246.19,3333,719
28261,1548053246.21,6359,3365
27005,1548053246.23,3333,719
28261,1548053246.25,6374,3365
27005,1548053246.27,3334,719
28261,1548053246.29,6387,3365
27005,1548053246.31,3335,719
28261,1548053246.34,6425,3365
27005,1548053246.36,3335,719
28261,1548053246.38,6460,3365
27005,1548053246.40,3335,719
28261,1548053246.42,6500,3365
27005,1548053246.44,3336,719
28261,1548053246.46,6542,3363
27005,1548053246.48,3336,719
28261,1548053246.51,6580,3362
27005,1548053246.53,3336,719
28261,1548053246.55,6620,3361
27005,1548053246.57,3336,722
28261,1548053246.59,6635,3360
27005,1548053246.61,3336,726
28261,1548053246.63,6639,3332
27005,1548053246.65,3336,726
28261,1548053246.67,6643,3283
27005,1548053246.69,3336,726
28261,1548053246.71,6648,3258
27005,1548053246.73,3337,726
28261,1548053246.75,6648,3252
27005,1548053246.77,3337,728
28261,1548053246.79,6685,3230
27005,1548053246.81,3337,728
28261,1548053246.83,6722,3212
27005,1548053246.85,3337,728
28261,1548053246.87,6722,3202
27005,1548053246.90,3337,730
28261,1548053246.92,6729,3151
27005,1548053246.94,3337,730
28261,1548053246.96,6729,3086
27005,1548053246.98,3337,732
28261,1548053247.06,6729,3061
